rb_over_a,temperature_over_omega,norm_loss
1,1,0.131255671297
1,0.9663793103,0.150648067244
1,0.9327586207,0.173034838884
1,0.899137931,0.198820696219
1,0.8655172414,0.228427262612
1,0.8318965517,0.262273526133
1,0.7982758621,0.300745498209
1,0.7646551724,0.344152109457
1,0.7310344828,0.392664755967
1,0.6974137931,0.446239395158
1,0.6637931034,0.50452340024
1,0.6301724138,0.566755331368
1,0.5965517241,0.631674924995
1,0.5629310345,0.697472463955
1,0.5293103448,0.761818463927
1,0.4956896552,0.822019621389
1,0.4620689655,0.875334096814
1,0.4284482759,0.919435957031
1,0.3948275862,0.952941169166
1,0.3612068966,0.975817859466
1,0.3275862069,0.989461647778
1,0.2939655172,0.996301059101
1,0.2603448276,0.999030872411
1,0.2267241379,0.999831479317
1,0.1931034483,0.99998472565
1,0.1594827586,0.999999482546
1,0.125862069,0.999999997049
1,0.09224137931,0.999999999989
1,0.05862068966,0.999999999995
1,0.025,0.999999999999
1.0464,1,0.0579788088891
1.0464,0.9663793103,0.0673571444442
1.0464,0.9327586207,0.0784739435601
1.0464,0.899137931,0.0916711710151
1.0464,0.8655172414,0.107359618027
1.0464,0.8318965517,0.125998475253
1.0464,0.7982758621,0.14814178704
1.0464,0.7646551724,0.174412048524
1.0464,0.7310344828,0.20549604902
1.0464,0.6974137931,0.242121196948
1.0464,0.6637931034,0.285008584992
1.0464,0.6301724138,0.334792830073
1.0464,0.5965517241,0.391897285752
1.0464,0.5629310345,0.456355438837
1.0464,0.5293103448,0.527578774717
1.0464,0.4956896552,0.604093719564
1.0464,0.4620689655,0.683310887363
1.0464,0.4284482759,0.761447769398
1.0464,0.3948275862,0.833780437341
1.0464,0.3612068966,0.895393148911
1.0464,0.3275862069,0.94243388731
1.0464,0.2939655172,0.97351163033
1.0464,0.2603448276,0.990441052536
1.0464,0.2267241379,0.997561327578
1.0464,0.1931034483,0.99962843735
1.0464,0.1594827586,0.999974345082
1.0464,0.125862069,0.999999560426
1.0464,0.09224137931,0.999999999568
1.0464,0.05862068966,0.999999999981
1.0464,0.025,0.999999999987
1.0928,1,0.0331529348877
1.0928,0.9663793103,0.0386563142833
1.0928,0.9327586207,0.045236819402
1.0928,0.899137931,0.0531269583464
1.0928,0.8655172414,0.0626218056746
1.0928,0.8318965517,0.0740474094538
1.0928,0.7982758621,0.0878325535943
1.0928,0.7646551724,0.104481936672
1.0928,0.7310344828,0.124596161662
1.0928,0.6974137931,0.148878895251
1.0928,0.6637931034,0.178136129081
1.0928,0.6301724138,0.21326071092
1.0928,0.5965517241,0.2551918616
1.0928,0.5629310345,0.304835259457
1.0928,0.5293103448,0.362925399476
1.0928,0.4956896552,0.429810831977
1.0928,0.4620689655,0.505149878038
1.0928,0.4284482759,0.587529189825
1.0928,0.3948275862,0.67408297971
1.0928,0.3612068966,0.76021426442
1.0928,0.3275862069,0.839843566695
1.0928,0.2939655172,0.906351816487
1.0928,0.2603448276,0.954709748519
1.0928,0.2267241379,0.983337595373
1.0928,0.1931034483,0.995927097601
1.0928,0.1594827586,0.999483421469
1.0928,0.125862069,0.999979000095
1.0928,0.09224137931,0.999999915301
1.0928,0.05862068966,0.999999999966
1.0928,0.025,0.99999999998
1.1391,1,0.0429543258763
1.1391,0.9663793103,0.0501840024847
1.1391,0.9327586207,0.0588033773425
1.1391,0.899137931,0.0690945912454
1.1391,0.8655172414,0.0813941914191
1.1391,0.8318965517,0.0961004349084
1.1391,0.7982758621,0.113679488073
1.1391,0.7646551724,0.134668907991
1.1391,0.7310344828,0.159675797964
1.1391,0.6974137931,0.18936569286
1.1391,0.6637931034,0.224437231015
1.1391,0.6301724138,0.26557725676
1.1391,0.5965517241,0.313389122993
1.1391,0.5629310345,0.368285552621
1.1391,0.5293103448,0.4303409419
1.1391,0.4956896552,0.499106113464
1.1391,0.4620689655,0.573402513287
1.1391,0.4284482759,0.651135157149
1.1391,0.3948275862,0.729194519812
1.1391,0.3612068966,0.803555051575
1.1391,0.3275862069,0.869717759427
1.1391,0.2939655172,0.923378444268
1.1391,0.2603448276,0.961855593514
1.1391,0.2267241379,0.985071742681
1.1391,0.1931034483,0.995944531318
1.1391,0.1594827586,0.999388494598
1.1391,0.125862069,0.999967772995
1.1391,0.09224137931,0.999999801875
1.1391,0.05862068966,0.999999999885
1.1391,0.025,0.999999999941
1.1855,1,0.0911954177314
1.1855,0.9663793103,0.105887408899
1.1855,0.9327586207,0.123094468198
1.1855,0.899137931,0.143217035092
1.1855,0.8655172414,0.166696235284
1.1855,0.8318965517,0.194001325939
1.1855,0.7982758621,0.225613880469
1.1855,0.7646551724,0.26199969842
1.1855,0.7310344828,0.303566083782
1.1855,0.6974137931,0.35060322743
1.1855,0.6637931034,0.403206790076
1.1855,0.6301724138,0.461183925142
1.1855,0.5965517241,0.523948226268
1.1855,0.5629310345,0.590416669533
1.1855,0.5293103448,0.658929885492
1.1855,0.4956896552,0.727230534102
1.1855,0.4620689655,0.792606887201
1.1855,0.4284482759,0.852078251084
1.1855,0.3948275862,0.902772556241
1.1855,0.3612068966,0.942548847702
1.1855,0.3275862069,0.970494868932
1.1855,0.2939655172,0.987461472124
1.1855,0.2603448276,0.995894429502
1.1855,0.2267241379,0.999070813643
1.1855,0.1931034483,0.999878043543
1.1855,0.1594827586,0.999993258986
1.1855,0.125862069,0.999999916426
1.1855,0.09224137931,0.999999999923
1.1855,0.05862068966,0.999999999982
1.1855,0.025,0.999999999983
1.2319,1,0.189124332336
1.2319,0.9663793103,0.215378490925
1.2319,0.9327586207,0.245071294509
1.2319,0.899137931,0.278493069303
1.2319,0.8655172414,0.315879270326
1.2319,0.8318965517,0.357369103503
1.2319,0.7982758621,0.403002959252
1.2319,0.7646551724,0.452654969165
1.2319,0.7310344828,0.505990697213
1.2319,0.6974137931,0.562401993319
1.2319,0.6637931034,0.620960487109
1.2319,0.6301724138,0.680399723364
1.2319,0.5965517241,0.739148826611
1.2319,0.5629310345,0.795367113905
1.2319,0.5293103448,0.847072312155
1.2319,0.4956896552,0.892352448741
1.2319,0.4620689655,0.929660701968
1.2319,0.4284482759,0.958130496682
1.2319,0.3948275862,0.977816247558
1.2319,0.3612068966,0.989873628986
1.2319,0.3275862069,0.996154050956
1.2319,0.2939655172,0.998850694956
1.2319,0.2603448276,0.999750092513
1.2319,0.2267241379,0.999965132074
1.2319,0.1931034483,0.99999750494
1.2319,0.1594827586,0.999999936392
1.2319,0.125862069,0.999999999744
1.2319,0.09224137931,0.999999999966
1.2319,0.05862068966,0.999999999983
1.2319,0.025,0.999999999987
1.2783,1,0.319239874166
1.2783,0.9663793103,0.354980017188
1.2783,0.9327586207,0.393870540144
1.2783,0.899137931,0.435847478918
