rb_over_a,temperature_over_omega,norm_loss
1,1,0.0491954531649
1,0.9663793103,0.0595055314333
1,0.9327586207,0.0721166749346
1,0.899137931,0.0875336019494
1,0.8655172414,0.106352085959
1,0.8318965517,0.129261574513
1,0.7982758621,0.157038103658
1,0.7646551724,0.190520948949
1,0.7310344828,0.230564185955
1,0.6974137931,0.277952437645
1,0.6637931034,0.333269872545
1,0.6301724138,0.396715321966
1,0.5965517241,0.467867685107
1,0.5629310345,0.545428527141
1,0.5293103448,0.627005982209
1,0.4956896552,0.709040534173
1,0.4620689655,0.78702589302
1,0.4284482759,0.856126519651
1,0.3948275862,0.912190106831
1,0.3612068966,0.952908879181
1,0.3275862069,0.978619618262
1,0.2939655172,0.992194589591
1,0.2603448276,0.997874143146
1,0.2267241379,0.999615856299
1,0.1931034483,0.999963631896
1,0.1594827586,0.999998712395
1,0.125862069,0.999999992091
1,0.09224137931,0.999999999986
1,0.05862068966,0.999999999993
1,0.025,0.999999999999
1.0464,1,0.0155157059794
1.0464,0.9663793103,0.0190006761048
1.0464,0.9327586207,0.0233748856681
1.0464,0.899137931,0.0288847331825
1.0464,0.8655172414,0.0358470665208
1.0464,0.8318965517,0.0446682163117
1.0464,0.7982758621,0.0558667167359
1.0464,0.7646551724,0.0700991219152
1.0464,0.7310344828,0.0881869490857
1.0464,0.6974137931,0.111140242012
1.0464,0.6637931034,0.140168506814
1.0464,0.6301724138,0.176663574997
1.0464,0.5965517241,0.222129267326
1.0464,0.5629310345,0.278028824001
1.0464,0.5293103448,0.345493412112
1.0464,0.4956896552,0.424865565465
1.0464,0.4620689655,0.515088564826
1.0464,0.4284482759,0.612981237364
1.0464,0.3948275862,0.712807826925
1.0464,0.3612068966,0.806583779751
1.0464,0.3275862069,0.885578122346
1.0464,0.2939655172,0.943149448793
1.0464,0.2603448276,0.977729440801
1.0464,0.2267241379,0.993744354002
1.0464,0.1931034483,0.998925533773
1.0464,0.1594827586,0.99991696155
1.0464,0.125862069,0.999998342239
1.0464,0.09224137931,0.999999997803
1.0464,0.05862068966,0.999999999976
1.0464,0.025,0.999999999983
1.0928,1,0.00701574529543
1.0928,0.9663793103,0.00860589486051
1.0928,0.9327586207,0.0106140008996
1.0928,0.899137931,0.0131624015291
1.0928,0.8655172414,0.0164118910531
1.0928,0.8318965517,0.0205741558109
1.0928,0.7982758621,0.0259280458677
1.0928,0.7646551724,0.0328405940163
1.0928,0.7310344828,0.0417936371227
1.0928,0.6974137931,0.0534165204634
1.0928,0.6637931034,0.0685243532464
1.0928,0.6301724138,0.088159088209
1.0928,0.5965517241,0.113626456387
1.0928,0.5629310345,0.146514267482
1.0928,0.5293103448,0.188665347118
1.0928,0.4956896552,0.242060547178
1.0928,0.4620689655,0.308545804715
1.0928,0.4284482759,0.389323489441
1.0928,0.3948275862,0.484142899196
1.0928,0.3612068966,0.590172787411
1.0928,0.3275862069,0.701029790554
1.0928,0.2939655172,0.806557646017
1.0928,0.2603448276,0.894559157708
1.0928,0.2267241379,0.955285780379
1.0928,0.1931034483,0.987055951209
1.0928,0.1594827586,0.997962307059
1.0928,0.125862069,0.999889612799
1.0928,0.09224137931,0.999999268345
1.0928,0.05862068966,0.999999999939
1.0928,0.025,0.999999999974
1.1391,1,0.00971396714269
1.1391,0.9663793103,0.0119398236639
1.1391,0.9327586207,0.0147426044834
1.1391,0.899137931,0.0182839630411
1.1391,0.8655172414,0.0227722493387
1.1391,0.8318965517,0.028475442345
1.1391,0.7982758621,0.0357369430065
1.1391,0.7646551724,0.0449942726
1.1391,0.7310344828,0.0568001958748
1.1391,0.6974137931,0.0718448154787
1.1391,0.6637931034,0.0909755436078
1.1391,0.6301724138,0.1152091375
1.1391,0.5965517241,0.145726411877
1.1391,0.5629310345,0.183834858839
1.1391,0.5293103448,0.23087888801
1.1391,0.4956896552,0.288072564989
1.1391,0.4620689655,0.356229825661
1.1391,0.4284482759,0.43537864418
1.1391,0.3948275862,0.524278400889
1.1391,0.3612068966,0.619926539836
1.1391,0.3275862069,0.717337372578
1.1391,0.2939655172,0.809172075339
1.1391,0.2603448276,0.887527803354
1.1391,0.2267241379,0.945580300225
1.1391,0.1931034483,0.980468378383
1.1391,0.1594827586,0.995672563306
1.1391,0.125862069,0.999596773829
1.1391,0.09224137931,0.999993645685
1.1391,0.05862068966,0.999999998577
1.1391,0.025,0.999999999852
1.1855,1,0.0284183167654
1.1855,0.9663793103,0.0347718639722
1.1855,0.9327586207,0.0426517902561
1.1855,0.899137931,0.0524275855014
1.1855,0.8655172414,0.0645495500176
1.1855,0.8318965517,0.0795597180267
1.1855,0.7982758621,0.0980998232637
1.1855,0.7646551724,0.120912852443
1.1855,0.7310344828,0.148833040646
1.1855,0.6974137931,0.182757167064
1.1855,0.6637931034,0.223588035339
1.1855,0.6301724138,0.272139689231
1.1855,0.5965517241,0.328993353654
1.1855,0.5629310345,0.394315275864
1.1855,0.5293103448,0.467608937087
1.1855,0.4956896552,0.547512557841
1.1855,0.4620689655,0.631399070637
1.1855,0.4284482759,0.715601466907
1.1855,0.3948275862,0.795457061098
1.1855,0.3612068966,0.865813838414
1.1855,0.3275862069,0.922166209038
1.1855,0.2939655172,0.961834471823
1.1855,0.2603448276,0.985216831938
1.1855,0.2267241379,0.995908198758
1.1855,0.1931034483,0.999311760811
1.1855,0.1594827586,0.999946928831
1.1855,0.125862069,0.999998920047
1.1855,0.09224137931,0.999999998371
1.1855,0.05862068966,0.999999999975
1.1855,0.025,0.99999999998
1.2319,1,0.0795093878409
1.2319,0.9663793103,0.0951730693936
1.2319,0.9327586207,0.113926739967
1.2319,0.899137931,0.13626484554
1.2319,0.8655172414,0.162759391333
1.2319,0.8318965517,0.193998256457
1.2319,0.7982758621,0.23055278266
1.2319,0.7646551724,0.272928227621
1.2319,0.7310344828,0.321490228184
1.2319,0.6974137931,0.37637207639
1.2319,0.6637931034,0.437360945545
1.2319,0.6301724138,0.503777649262
1.2319,0.5965517241,0.574363303947
1.2319,0.5629310345,0.647202802935
1.2319,0.5293103448,0.719742272389
1.2319,0.4956896552,0.78883985091
1.2319,0.4620689655,0.851232126788
1.2319,0.4284482759,0.903638804793
1.2319,0.3948275862,0.943989010212
1.2319,0.3612068966,0.971692867397
1.2319,0.3275862069,0.987985541872
1.2319,0.2939655172,0.995931090649
1.2319,0.2603448276,0.998977359086
1.2319,0.2267241379,0.999827706122
1.2319,0.1931034483,0.999983803951
1.2319,0.1594827586,0.999999413418
1.2319,0.125862069,0.999999995711
1.2319,0.09224137931,0.999999999959
1.2319,0.05862068966,0.999999999982
1.2319,0.025,0.999999999985
1.2783,1,0.159427699135
1.2783,0.9663793103,0.185330588886
1.2783,0.9327586207,0.21505022658
1.2783,0.899137931,0.248936369161
1.2783,0.8655172414,0.287284354647
1.2783,0.8318965517,0.330295312494
1.2783,0.7982758621,0.37802770385
1.2783,0.7646551724,0.430342015466
1.2783,0.7310344828,0.486837290576
1.2783,0.6974137931,0.54678351435
1.2783,0.6637931034,0.609070453499
1.2783,0.6301724138,0.672217223745
1.2783,0.5965517241,0.734388216394
1.2783,0.5629310345,0.793479398082
1.2783,0.5293103448,0.847313117516
1.2783,0.4956896552,0.893851340643
1.2783,0.4620689655,0.931672267266
1.2783,0.4284482759,0.959798905643
1.2783,0.3948275862,0.978907879177
1.2783,0.3612068966,0.990327170145
1.2783,0.3275862069,0.996229001263
1.2783,0.2939655172,0.998798985297
1.2783,0.2603448276,0.999708593387
1.2783,0.2267241379,0.999951598353
1.2783,0.1931034483,0.999995517282
1.2783,0.1594827586,0.99999983866
1.2783,0.125862069,0.999999998944
1.2783,0.09224137931,0.999999999966
1.2783,0.05862068966,0.999999999986
1.2783,0.025,0.999999999986
1.3247,1,0.229028215407
1.3247,0.9663793103,0.259823751003
1.3247,0.9327586207,0.294112376899
1.3247,0.899137931,0.33203247787
1.3247,0.8655172414,0.373641194231
1.3247,0.8318965517,0.418879349103
1.3247,0.7982758621,0.467524533888
1.3247,0.7646551724,0.519178490637
1.3247,0.7310344828,0.573206989636
1.3247,0.6974137931,0.628750359596
1.3247,0.6637931034,0.684693301938
1.3247,0.6301724138,0.739691520223
1.3247,0.5965517241,0.79222761166
1.3247,0.5629310345,0.840712124471
1.3247,0.5293103448,0.884136038445
1.3247,0.4956896552,0.920227457546
1.3247,0.4620689655,0.948782658476
1.3247,0.4284482759,0.96976512468
1.3247,0.3948275862,0.983917582959
1.3247,0.3612068966,0.992418517213
1.3247,0.3275862069,0.996931298905
1.3247,0.2939655172,0.99897936804
1.3247,0.2603448276,0.999741267241
1.3247,0.2267241379,0.999955659226
1.3247,0.1931034483,0.999995827422
1.3247,0.1594827586,0.999999852544
1.3247,0.125862069,0.999999999075
1.3247,0.09224137931,0.999999999978
1.3247,0.05862068966,0.999999999987
1.3247,0.025,0.999999999987
1.371,1,0.263466107451
1.371,0.9663793103,0.294637162955
1.371,0.9327586207,0.328915704056
1.371,0.899137931,0.36642112704
1.371,0.8655172414,0.407108062868
1.371,0.8318965517,0.450908261996
1.371,0.7982758621,0.497597184062
1.371,0.7646551724,0.546788453102
1.371,0.7310344828,0.597936782583
1.371,0.6974137931,0.650211934636
1.371,0.6637931034,0.702661781396
1.371,0.6301724138,0.754068432389
1.371,0.5965517241,0.803117699987
1.371,0.5629310345,0.848396788608
1.371,0.5293103448,0.888577685441
1.371,0.4956896552,0.922560055214
1.371,0.4620689655,0.949879080724
1.371,0.4284482759,0.969988508732
1.371,0.3948275862,0.983703865495
1.371,0.3612068966,0.992170403885
1.371,0.3275862069,0.996764520151
1.371,0.2939655172,0.998902617611
1.371,0.2603448276,0.999716294296
1.371,0.2267241379,0.999950498894
1.371,0.1931034483,0.999995256828
1.371,0.1594827586,0.999999829225
1.371,0.125862069,0.999999998921
1.371,0.09224137931,0.999999999979
1.371,0.05862068966,0.999999999996
1.371,0.025,0.999999999996
1.4174,1,0.270012869452
1.4174,0.9663793103,0.300221189517
1.4174,0.9327586207,0.333415210565
1.4174,0.899137931,0.369699486992
1.4174,0.8655172414,0.409110625829
1.4174,0.8318965517,0.451591740788
1.4174,0.7982758621,0.496963433826
1.4174,0.7646551724,0.544913918209
1.4174,0.7310344828,0.59488809775
1.4174,0.6974137931,0.646201508916
1.4174,0.6637931034,0.69790062367
1.4174,0.6301724138,0.748845636673
1.4174,0.5965517241,0.79773597506
1.4174,0.5629310345,0.843181632972
1.4174,0.5293103448,0.883830214345
1.4174,0.4956896552,0.918521660465
1.4174,0.4620689655,0.946488753586
1.4174,0.4284482759,0.967637810341
1.4174,0.3948275862,0.982185104207
1.4174,0.3612068966,0.991289385079
1.4174,0.3275862069,0.996338489626
1.4174,0.2939655172,0.998735152444
1.4174,0.2603448276,0.999666278992
1.4174,0.2267241379,0.999940311302
1.4174,0.1931034483,0.999994100526
1.4174,0.1594827586,0.999999778569
1.4174,0.125862069,0.999999998526
1.4174,0.09224137931,0.999999999984
1.4174,0.05862068966,0.999999999999
1.4174,0.025,0.999999999999
1.4638,1,0.262389944286
1.4638,0.9663793103,0.291533023556
1.4638,0.9327586207,0.323646564422
1.4638,0.899137931,0.358845616942
1.4638,0.8655172414,0.397234123401
1.4638,0.8318965517,0.438795344523
1.4638,0.7982758621,0.483397940701
1.4638,0.7646551724,0.530772343384
1.4638,0.7310344828,0.580441783127
1.4638,0.6974137931,0.631730746756
1.4638,0.6637931034,0.683756597885
1.4638,0.6301724138,0.73539338676
1.4638,0.5965517241,0.785344494191
1.4638,0.5629310345,0.832193906521
1.4638,0.5293103448,0.874517154216
1.4638,0.4956896552,0.911051624578
1.4638,0.4620689655,0.940887301978
1.4638,0.4284482759,0.963660691345
1.4638,0.3948275862,0.979737618524
1.4638,0.3612068966,0.989931812508
1.4638,0.3275862069,0.995685653765
1.4638,0.2939655172,0.998478858037
1.4638,0.2603448276,0.999588624719
1.4638,0.2267241379,0.999924120286
1.4638,0.1931034483,0.999992187605
1.4638,0.1594827586,0.999999689519
1.4638,0.125862069,0.999999997755
1.4638,0.09224137931,0.99999999998
1.4638,0.05862068966,0.999999999983
1.4638,0.025,0.999999999983
1.5102,1,0.248405869164
1.5102,0.9663793103,0.276296523775
1.5102,0.9327586207,0.307171943116
1.5102,0.899137931,0.341199662587
1.5102,0.8655172414,0.378494366628
1.5102,0.8318965517,0.419125078042
1.5102,0.7982758621,0.46297697502
1.5102,0.7646551724,0.509823779535
1.5102,0.7310344828,0.559289967542
1.5102,0.6974137931,0.610777200644
1.5102,0.6637931034,0.66343567144
1.5102,0.6301724138,0.716185943153
1.5102,0.5965517241,0.76772889603
1.5102,0.5629310345,0.816612885183
1.5102,0.5293103448,0.861331521769
1.5102,0.4956896552,0.900477452518
1.5102,0.4620689655,0.932948998667
1.5102,0.4284482759,0.958163830224
1.5102,0.3948275862,0.976227465175
1.5102,0.3612068966,0.987996898785
1.5102,0.3275862069,0.994753572064
1.5102,0.2939655172,0.998106012059
1.5102,0.2603448276,0.999473191312
1.5102,0.2267241379,0.999899251333
1.5102,0.1931034483,0.999989108575
1.5102,0.1594827586,0.999999536165
1.5102,0.125862069,0.999999996285
1.5102,0.09224137931,0.999999999975
1.5102,0.05862068966,0.999999999988
1.5102,0.025,0.999999999988
1.5566,1,0.230610332687
1.5566,0.9663793103,0.257048478219
1.5566,0.9327586207,0.286434299052
1.5566,0.899137931,0.318993686948
1.5566,0.8655172414,0.354890091738
1.5566,0.8318965517,0.39422090998
1.5566,0.7982758621,0.436987003779
1.5566,0.7646551724,0.483093980332
1.5566,0.7310344828,0.532167075226
1.5566,0.6974137931,0.583728053702
1.5566,0.6637931034,0.637019557787
1.5566,0.6301724138,0.691030298788
1.5566,0.5965517241,0.744472294643
1.5566,0.5629310345,0.795862783769
1.5566,0.5293103448,0.843598017805
1.5566,0.4956896552,0.886100776963
1.5566,0.4620689655,0.922023994017
1.5566,0.4284482759,0.95049602994
1.5566,0.3948275862,0.971344412243
1.5566,0.3612068966,0.985197958288
1.5566,0.3275862069,0.99339496349
1.5566,0.2939655172,0.99755115317
1.5566,0.2603448276,0.999296501723
1.5566,0.2267241379,0.999859657501
1.5566,0.1931034483,0.999983927901
1.5566,0.1594827586,0.999999256624
1.5566,0.125862069,0.999999993254
1.5566,0.09224137931,0.999999999976
1.5566,0.05862068966,0.999999999988
1.5566,0.025,0.999999999988
1.6029,1,0.209985414091
1.6029,0.9663793103,0.23459871661
1.6029,0.9327586207,0.262128868949
1.6029,0.899137931,0.292836832199
1.6029,0.8655172414,0.326907416858
1.6029,0.8318965517,0.364523273299
1.6029,0.7982758621,0.405772625185
1.6029,0.7646551724,0.450630743077
1.6029,0.7310344828,0.498915585935
1.6029,0.6974137931,0.550245460489
1.6029,0.6637931034,0.60395546431
1.6029,0.6301724138,0.659145239166
1.6029,0.5965517241,0.714602983452
1.6029,0.5629310345,0.768836200474
1.6029,0.5293103448,0.820145008311
1.6029,0.4956896552,0.866764933333
1.6029,0.4620689655,0.907058734433
1.6029,0.4284482759,0.939783481954
1.6029,0.3948275862,0.964379439973
1.6029,0.3612068966,0.981172724513
1.6029,0.3275862069,0.991375393081
1.6029,0.2939655172,0.996706764514
1.6029,0.2603448276,0.999018557287
1.6029,0.2267241379,0.999794594014
1.6029,0.1931034483,0.999974863561
1.6029,0.1594827586,0.999998720115
1.6029,0.125862069,0.999999986543
1.6029,0.09224137931,0.999999999976
1.6029,0.05862068966,0.999999999978
1.6029,0.025,0.999999999978
1.6493,1,0.186899065397
1.6493,0.9663793103,0.209347501199
1.6493,0.9327586207,0.234609961347
1.6493,0.899137931,0.262967097295
1.6493,0.8655172414,0.294689286678
1.6493,0.8318965517,0.330029932452
1.6493,0.7982758621,0.369149967704
1.6493,0.7646551724,0.412154751698
1.6493,0.7310344828,0.459004127896
1.6493,0.6974137931,0.509472981123
1.6493,0.6637931034,0.56311411389
1.6493,0.6301724138,0.619134435829
1.6493,0.5965517241,0.676460519333
1.6493,0.5629310345,0.733660125243
1.6493,0.5293103448,0.788990046989
1.6493,0.4956896552,0.840501510888
1.6493,0.4620689655,0.886233990472
1.6493,0.4284482759,0.924486211824
1.6493,0.3948275862,0.954162504949
1.6493,0.3612068966,0.975106944658
1.6493,0.3275862069,0.988242124175
1.6493,0.2939655172,0.995365861597
1.6493,0.2603448276,0.998562292662
1.6493,0.2267241379,0.999682618495
1.6493,0.1931034483,0.999958144272
1.6493,0.1594827586,0.999997621367
1.6493,0.125862069,0.999999970308
1.6493,0.09224137931,0.999999999969
1.6493,0.05862068966,0.999999999985
1.6493,0.025,0.999999999985
1.6957,1,0.161935013685
1.6957,0.9663793103,0.18186014425
1.6957,0.9327586207,0.204429182927
1.6957,0.899137931,0.229950618743
1.6957,0.8655172414,0.258740577163
1.6957,0.8318965517,0.291108482344
1.6957,0.7982758621,0.327344309201
1.6957,0.7646551724,0.367655205896
1.6957,0.7310344828,0.412171790085
1.6957,0.6974137931,0.460867704854
1.6957,0.6637931034,0.513503164294
1.6957,0.6301724138,0.569563494567
1.6957,0.5965517241,0.628168449908
1.6957,0.5629310345,0.688043020093
1.6957,0.5293103448,0.747508649582
1.6957,0.4956896552,0.804516853861
1.6957,0.4620689655,0.856793968815
1.6957,0.4284482759,0.90211648159
1.6957,0.3948275862,0.93868504268
1.6957,0.3612068966,0.965590610279
1.6957,0.3275862069,0.983190742815
1.6957,0.2939655172,0.993119184225
1.6957,0.2603448276,0.997775001561
1.6957,0.2267241379,0.999480517046
1.6957,0.1931034483,0.999925741441
1.6957,0.1594827586,0.999995235326
1.6957,0.125862069,0.999999927892
1.6957,0.09224137931,0.999999999926
1.6957,0.05862068966,0.999999999986
1.6957,0.025,0.999999999987
1.7421,1,0.135801118623
1.7421,0.9663793103,0.152878345033
1.7421,0.9327586207,0.172348818015
1.7421,0.899137931,0.19453280754
1.7421,0.8655172414,0.219775020423
1.7421,0.8318965517,0.24843662689
1.7421,0.7982758621,0.280885425267
1.7421,0.7646551724,0.317454769959
1.7421,0.7310344828,0.358446358525
1.7421,0.6974137931,0.404038887265
1.7421,0.6637931034,0.454268592586
1.7421,0.6301724138,0.50892831593
1.7421,0.5965517241,0.567484601901
1.7421,0.5629310345,0.628996038709
1.7421,0.5293103448,0.692001564551
1.7421,0.4956896552,0.754546372151
1.7421,0.4620689655,0.814198595907
1.7421,0.4284482759,0.868248889433
1.7421,0.3948275862,0.914070433424
1.7421,0.3612068966,0.949667433995
1.7421,0.3275862069,0.974321095884
1.7421,0.2939655172,0.989027588168
1.7421,0.2603448276,0.996277482664
1.7421,0.2267241379,0.999081641254
1.7421,0.1931034483,0.999857379757
1.7421,0.1594827586,0.999989569091
1.7421,0.125862069,0.99999980408
1.7421,0.09224137931,0.999999999753
1.7421,0.05862068966,0.999999999986
1.7421,0.025,0.999999999997
1.7884,1,0.109555915223
1.7884,0.9663793103,0.123569607104
1.7884,0.9327586207,0.139639202646
1.7884,0.899137931,0.1580795426
1.7884,0.8655172414,0.179237249812
1.7884,0.8318965517,0.203494288489
1.7884,0.7982758621,0.231262338464
1.7884,0.7646551724,0.262971124698
1.7884,0.7310344828,0.299047915059
1.7884,0.6974137931,0.339889098498
1.7884,0.6637931034,0.385793746103
1.7884,0.6301724138,0.43691893346
1.7884,0.5965517241,0.493170710446
1.7884,0.5629310345,0.554093221623
1.7884,0.5293103448,0.618747141305
1.7884,0.4956896552,0.685563117653
1.7884,0.4620689655,0.752307337116
1.7884,0.4284482759,0.816086169064
1.7884,0.3948275862,0.873571660317
1.7884,0.3612068966,0.921484122717
1.7884,0.3275862069,0.957386501544
1.7884,0.2939655172,0.980654094889
1.7884,0.2603448276,0.99306015308
1.7884,0.2267241379,0.998186665475
1.7884,0.1931034483,0.999697535175
1.7884,0.1594827586,0.999974993532
1.7884,0.125862069,0.999999414408
1.7884,0.09224137931,0.999999998997
1.7884,0.05862068966,0.999999999985
1.7884,0.025,0.999999999995
