temperature_over_omega,m30,m40,m50,m60
0.4,0.364218796174,0.372262347784,0.376060845647,0.378302059829
0.386896551724,0.391067085326,0.399471145683,0.403372767004,0.405728638497
0.373793103448,0.419681529983,0.428427873796,0.432434797752,0.434883657006
0.360689655172,0.450087228495,0.459157471364,0.463266386028,0.465779434573
0.347586206897,0.482282269991,0.491648738701,0.495876253362,0.498407569861
0.334482758621,0.516242890513,0.525850108884,0.530336132644,0.532708392537
0.321379310345,0.552300559944,0.561660141651,0.566307942109,0.568568934468
0.308275862069,0.589792300896,0.598916019127,0.603614906958,0.605814408878
0.295172413793,0.62848661562,0.637380936857,0.642061094985,0.644196145076
0.282068965517,0.668374669939,0.676731345786,0.68132127475,0.683378377206
0.268965517241,0.708305092723,0.716545639856,0.720966894313,0.722926358483
0.255862068966,0.748152513187,0.756295835184,0.76045820909,0.762298813612
0.24275862069,0.787357508498,0.795344550007,0.799143388711,0.800848627367
0.229655172414,0.825196348626,0.83293395281,0.836272436019,0.837828422785
0.216551724138,0.860856272926,0.868180527951,0.871024242249,0.872402691867
0.203448275862,0.893485016462,0.900272668438,0.902553727287,0.90371825352
0.190344827586,0.922262221862,0.928337524372,0.930069719886,0.93099716722
0.17724137931,0.946500085709,0.951567394801,0.952935907025,0.95362658523
0.164137931034,0.965770824074,0.969733780483,0.970774228259,0.971266012607
0.151034482759,0.980034229405,0.982871164693,0.983609896822,0.983925439638
0.137931034483,0.989637153024,0.991465722086,0.991961439188,0.992121707051
0.124827586207,0.995374393121,0.996413823729,0.99667460589,0.996752991497
0.111724137931,0.998272820218,0.998779953702,0.99890503434,0.998938456691
0.0986206896552,0.999483253229,0.999691748348,0.999736322066,0.999748036902
0.0855172413793,0.999883336606,0.999946984333,0.999959399664,0.99996209534
0.0724137931034,0.999980596893,0.999994501997,0.999996684281,0.9999971199
0.0593103448276,0.999996838985,0.999999588635,0.999999878201,0.99999992318
0.0462068965517,0.999998624096,0.999999861062,0.99999997851,0.999999994799
0.0331034482759,0.999999202208,0.99999992899,0.999999982465,0.999999995692
0.02,0.999999775323,0.999999988501,0.999999995,0.999999998634
