rb_over_a,delta_over_omega,threshold_temperature_over_omega
1,0,0.175324408767
1,0.1379310345,0.167252303384
1,0.275862069,0.160884186972
1,0.4137931034,0.153773153617
1,0.5517241379,0.148216216129
1,0.6896551724,0.144537430396
1,0.8275862069,0.142419716584
1,0.9655172414,0.141712805351
1,1.103448276,0.14237041816
1,1.24137931,0.144426847156
1,1.379310345,0.148008444103
1,1.517241379,0.153381532287
1,1.655172414,0.16045606262
1,1.793103448,0.166692937191
1,1.931034483,0.174499894465
1,2.068965517,0.184522481412
1,2.206896552,0.196139820702
1,2.344827586,0.206818184784
1,2.482758621,0.220341490725
1,2.620689655,0.234314424501
1,2.75862069,0.249081945509
1,2.896551724,0.265806021833
1,3.034482759,0.282390498572
1,3.172413793,0.300812246888
1,3.310344828,0.319532084508
1,3.448275862,0.338970731012
1,3.586206897,0.360041621532
1,3.724137931,0.379962748936
1,3.862068966,0.401653994934
1,4,0.423529614917
1.0464,0,0.172652903742
1.0464,0.1379310345,0.163538871933
1.0464,0.275862069,0.153933065066
1.0464,0.4137931034,0.144863910292
1.0464,0.5517241379,0.137992679802
1.0464,0.6896551724,0.13267904581
1.0464,0.8275862069,0.128602618858
1.0464,0.9655172414,0.125491248326
1.0464,1.103448276,0.122568527108
1.0464,1.24137931,0.121292834485
1.0464,1.379310345,0.121479332412
1.0464,1.517241379,0.123120676936
1.0464,1.655172414,0.126203806018
1.0464,1.793103448,0.129420867603
1.0464,1.931034483,0.133787323993
1.0464,2.068965517,0.139471031572
1.0464,2.206896552,0.146819387713
1.0464,2.344827586,0.156498247913
1.0464,2.482758621,0.165604101798
1.0464,2.620689655,0.175247618605
1.0464,2.75862069,0.187391399505
1.0464,2.896551724,0.199653284709
1.0464,3.034482759,0.212170680344
1.0464,3.172413793,0.227723709027
1.0464,3.310344828,0.241375199485
1.0464,3.448275862,0.258446381164
1.0464,3.586206897,0.274234397017
1.0464,3.724137931,0.293064528197
1.0464,3.862068966,0.310433928205
1.0464,4,0.330504045774
1.0928,0,0.169904325905
1.0928,0.1379310345,0.159892979968
1.0928,0.275862069,0.147245665799
1.0928,0.4137931034,0.13745134221
1.0928,0.5517241379,0.129519843901
1.0928,0.6896551724,0.121174097913
1.0928,0.8275862069,0.113653290984
1.0928,0.9655172414,0.108625206668
1.0928,1.103448276,0.105610855573
1.0928,1.24137931,0.104247546715
1.0928,1.379310345,0.10407530662
1.0928,1.517241379,0.104540094919
1.0928,1.655172414,0.105132746169
1.0928,1.793103448,0.105533051783
1.0928,1.931034483,0.105695187363
1.0928,2.068965517,0.105860363378
1.0928,2.206896552,0.10649641925
1.0928,2.344827586,0.108178572814
1.0928,2.482758621,0.111465157977
1.0928,2.620689655,0.116878624724
1.0928,2.75862069,0.125087439997
1.0928,2.896551724,0.132518110005
1.0928,3.034482759,0.141203121691
1.0928,3.172413793,0.15216343228
1.0928,3.310344828,0.16400608782
1.0928,3.448275862,0.175034285478
1.0928,3.586206897,0.188776347244
1.0928,3.724137931,0.201820467576
1.0928,3.862068966,0.215827152078
1.0928,4,0.231532935272
1.1391,0,0.167358750455
1.1391,0.1379310345,0.155018764484
1.1391,0.275862069,0.141857035477
1.1391,0.4137931034,0.131496470634
1.1391,0.5517241379,0.120895788911
1.1391,0.6896551724,0.110815111884
1.1391,0.8275862069,0.104299710549
1.1391,0.9655172414,0.101334335859
1.1391,1.103448276,0.102360328507
1.1391,1.24137931,0.107256036186
1.1391,1.379310345,0.115368544887
1.1391,1.517241379,0.12603330844
1.1391,1.655172414,0.133914631679
1.1391,1.793103448,0.141277766343
1.1391,1.931034483,0.147545513792
1.1391,2.068965517,0.152042745021
1.1391,2.206896552,0.154161202305
1.1391,2.344827586,0.153585608342
1.1391,2.482758621,0.150426565552
1.1391,2.620689655,0.145174434279
1.1391,2.75862069,0.138509997182
1.1391,2.896551724,0.131105597321
1.1391,3.034482759,0.122603321139
1.1391,3.172413793,0.113727644224
1.1391,3.310344828,0.107942181659
1.1391,3.448275862,0.10587705616
1.1391,3.586206897,0.107908957149
1.1391,3.724137931,0.113961622771
1.1391,3.862068966,0.124205979735
1.1391,4,0.13396233733
1.1855,0,0.165179667584
1.1855,0.1379310345,0.150999453825
1.1855,0.275862069,0.137677262531
1.1855,0.4137931034,0.126845270081
1.1855,0.5517241379,0.113579884737
1.1855,0.6896551724,0.104444239143
1.1855,0.8275862069,0.0998012363218
1.1855,0.9655172414,0.101037641758
1.1855,1.103448276,0.108997429446
1.1855,1.24137931,0.124161085269
1.1855,1.379310345,0.139089567649
1.1855,1.517241379,0.157140502016
1.1855,1.655172414,0.172495919108
1.1855,1.793103448,0.188923308253
1.1855,1.931034483,0.202753713433
1.1855,2.068965517,0.215561829725
1.1855,2.206896552,0.228030636218
1.1855,2.344827586,0.236492650697
1.1855,2.482758621,0.243637206701
1.1855,2.620689655,0.248984625005
1.1855,2.75862069,0.252046555159
1.1855,2.896551724,0.252491659404
1.1855,3.034482759,0.250260860456
1.1855,3.172413793,0.245585235766
1.1855,3.310344828,0.23889940954
1.1855,3.448275862,0.230687061842
1.1855,3.586206897,0.219338631325
1.1855,3.724137931,0.20633252661
1.1855,3.862068966,0.193551776754
1.1855,4,0.176695330787
1.2319,0,0.163464633224
1.2319,0.1379310345,0.148031184176
1.2319,0.275862069,0.134599162159
1.2319,0.4137931034,0.121962668976
1.2319,0.5517241379,0.108843524283
1.2319,0.6896551724,0.100633944568
1.2319,0.8275862069,0.0983059826927
1.2319,0.9655172414,0.104012293327
1.2319,1.103448276,0.118673875176
1.2319,1.24137931,0.137243803809
1.2319,1.379310345,0.159221883257
1.2319,1.517241379,0.178011303021
1.2319,1.655172414,0.198964354121
1.2319,1.793103448,0.218098436019
1.2319,1.931034483,0.236830402769
1.2319,2.068965517,0.255347627235
1.2319,2.206896552,0.271983966961
1.2319,2.344827586,0.288787188104
1.2319,2.482758621,0.303634450558
1.2319,2.620689655,0.317647763595
1.2319,2.75862069,0.330970010621
1.2319,2.896551724,0.341364525466
1.2319,3.034482759,0.350978387867
1.2319,3.172413793,0.35935885277
1.2319,3.310344828,0.364737597962
1.2319,3.448275862,0.367873191444
1.2319,3.586206897,0.369020937745
1.2319,3.724137931,0.368090723659
1.2319,3.862068966,0.365127504813
1.2319,4,0.360002780765
1.2783,0,0.162248522684
1.2783,0.1379310345,0.146009952304
1.2783,0.275862069,0.132499528372
1.2783,0.4137931034,0.11846959322
1.2783,0.5517241379,0.105856255637
1.2783,0.6896551724,0.0983874864052
1.2783,0.8275862069,0.0980123098328
1.2783,0.9655172414,0.107011127207
1.2783,1.103448276,0.126563752714
1.2783,1.24137931,0.14611792406
1.2783,1.379310345,0.168800122574
1.2783,1.517241379,0.192209179392
1.2783,1.655172414,0.21236580939
1.2783,1.793103448,0.234174614557
1.2783,1.931034483,0.255178015147
1.2783,2.068965517,0.274828439307
1.2783,2.206896552,0.295858584441
1.2783,2.344827586,0.314288797525
1.2783,2.482758621,0.333828432467
1.2783,2.620689655,0.352129415616
1.2783,2.75862069,0.370169141604
1.2783,2.896551724,0.38765376865
1.2783,3.034482759,0.404155376353
1.2783,3.172413793,0.419974765902
1.2783,3.310344828,0.434915204146
1.2783,3.448275862,0.448190691867
1.2783,3.586206897,0.461493564849
1.2783,3.724137931,0.471654172308
1.2783,3.862068966,0.480839208651
1.2783,4,0.488862069327
1.3247,0,0.16153091187
1.3247,0.1379310345,0.144830808042
1.3247,0.275862069,0.131266771189
1.3247,0.4137931034,0.1164936237
1.3247,0.5517241379,0.104115485131
1.3247,0.6896551724,0.0970164848331
1.3247,0.8275862069,0.0977155597398
1.3247,0.9655172414,0.108470344717
1.3247,1.103448276,0.129253479628
1.3247,1.24137931,0.150763950678
1.3247,1.379310345,0.17351486234
